id	smiles	Carbon	Cyclic nitrogen	Heavy atoms	Acyclic double bonds	Cyclic single bonds	Cyclic double bonds	H-bond acceptor sites	H-bond acceptor atoms	Cyclic divalent nodes	Cyclic trivalent nodes	n
mol3141	CNC12CC3C1C(N)C1C(C21)N3C	10	1	13	0	12	0	3	3	1	7	5.72
mol3142	CCNC1COC2C(O)C12N1CC1	9	1	13	0	10	0	6	4	4	4	5.24
mol3143	CC(C)(C#C)C12CCCN1N=CC2	11	2	13	0	8	1	2	2	6	1	4.76
mol3144	CNC(C)C1OCC1C(O)C(C)C	10	0	13	0	4	0	5	3	2	2	5.40
mol3145	CC1=CC=CC(O)C=CC(=N)N1	9	1	12	1	6	3	4	3	6	3	3.99
mol3146	CC#CCC(=C)OC(C)C(N)=N	9	0	12	2	0	0	4	3	0	0	4.96
mol3147	CC1(COCO1)C1(CC1)S(N)(=O)=O	7	0	13	2	8	0	9	5	6	0	5.42
mol3148	N=C1NCC2OC1(CC#C)S2(=O)=O	7	1	13	3	8	0	8	5	3	2	4.75
mol3149	CCN(C=NOC)N=C(NC)OC	7	0	13	2	0	0	8	6	0	0	4.40
mol3150	CC1C2OC(C)(C)C(O)(C=O)C12	9	0	12	1	7	0	6	3	1	3	4.26
mol3151	CCCOC(NC)=NC1CCC1N	9	0	13	1	4	0	5	4	2	2	5.01
mol3152	CC1=COC=COC=CC1CO	9	0	12	0	6	3	6	3	7	2	4.45
mol3153	CC1(ON=C(O1)C=O)C(=O)N1CC1	7	2	13	2	7	1	10	6	5	2	3.95
mol3154	CCC(=N)NCC12CC(CC1C)N2	10	1	13	1	7	0	3	3	3	2	5.29
mol3155	CC(O)C1CCC(ON=C)C11CN1	9	1	13	1	8	0	6	4	4	2	4.63
mol3156	CC1C2C3CC4(OC=CC14N)C2N3	10	1	13	0	13	1	4	3	5	4	4.78
mol3157	CN(C)C(=S)N(NC=O)C1CNC1	7	1	13	2	4	0	6	5	3	1	4.24
mol3158	CCC1=NN(C=O)C(=C)CC(=O)N1	8	3	13	3	6	1	7	5	3	4	4.21
mol3159	OC12CCC3OC4CC1NC4C23	9	1	12	0	14	0	5	3	5	5	5.60
mol3160	CN1CC2(N)C(C2(N)C#C)S1(=O)=O	7	1	13	2	7	0	7	5	1	2	4.85
mol3161	CC1OCC2(C)CN(C=C12)C(N)=S	9	1	13	1	8	1	4	3	4	3	4.02
mol3162	CCC(=N)NCC(=O)NCC(N)=O	7	0	13	3	0	0	8	6	0	0	4.47
mol3163	CC1CCC2CC(C)C(C)CC2N1	12	1	13	0	11	0	1	1	5	5	5.56
mol3164	CC(C=C)C(C)C1=NOCC1C#C	11	1	13	1	4	1	3	2	3	2	4.75
mol3165	C=CC(=O)C1=C(CCC#N)C=NN1	9	2	13	2	3	2	5	4	3	2	4.19
mol3166	C=C1CON=C1OCC=NNC=O	7	1	13	3	4	1	9	6	3	2	4.05
mol3167	CC1CC11OCCC(=C)C1(C)N	10	0	12	1	9	0	3	2	4	2	4.81
mol3168	COCC(=O)C1CCC=C1	8	0	10	1	4	1	4	2	4	1	4.55
mol3169	CC1ON=C(C)C=C1CC=NN=C	9	1	13	2	4	2	5	4	3	3	3.78
mol3170	CC1=COC=C1C1=CCC2CC12	11	0	12	0	9	3	2	1	6	5	4.32
mol3171	CC12C3CC4C3CC(C=O)(N14)C2=O	10	1	13	2	12	0	5	3	2	5	4.36
mol3172	CC1CC23NN=CC12OC(=C)C=C3	10	2	13	1	11	2	4	3	7	2	4.06
mol3173	CC1=NN2C=CC=C(C)ON2C1=N	8	3	13	1	6	5	6	5	5	5	3.48
mol3174	CC(=O)C1=C(C)C(=C)N=C(N)CO1	9	1	13	2	5	2	6	4	3	4	3.48
mol3175	CC12C=C(C=O)C=C1CNCC2=O	10	1	13	2	8	2	5	3	5	3	3.63
mol3176	C=CCC1=CC(=N)NN2CCCC12	10	2	13	2	9	1	3	3	5	4	4.14
mol3177	CC1=CC23CCC(=O)CC1(N2)C=C3	11	1	13	1	11	2	3	2	7	2	3.89
mol3178	CCNC1(COC(CC)C1=O)C=O	9	0	13	2	5	0	7	4	2	2	3.94
mol3179	CCOC(NC=N)=C1CNCC1N	8	1	13	2	5	0	6	5	3	2	4.30
mol3180	CC1=CC2ON=CN(C(N)=N)C2=C1	8	2	13	1	7	3	6	5	5	4	3.82
mol3181	COC1CC2(OCS2(=O)=O)C2OC12	7	0	13	2	11	0	10	5	4	3	5.03
mol3182	CCC1(C)COC1(C=C)C1CO1	10	0	12	1	7	0	4	2	4	1	5.01
mol3183	CC1C=NNCC11C(CC1=O)C#N	9	2	13	1	9	1	5	4	5	3	4.23
mol3184	CC(C=COC1CC1)=CC(=C)CN	11	0	13	3	3	0	3	2	2	1	3.76
mol3185	CNC1(C)CC(C)=C(NC1=N)OC	9	1	13	1	5	1	5	4	2	3	4.32
mol3186	CC1(O)C(N)C2CC1(COC=C)C2	10	0	13	1	7	0	5	3	2	2	4.85
mol3187	OC1C(=C)OCC11CCC2NC12	9	1	12	1	12	0	5	3	5	4	5.10
mol3188	CNC1=NC=NN1CCC=COC	8	3	13	1	3	2	6	5	3	2	4.46
mol3189	C1N2CCC3C4CC(CN=CN4)C123	10	3	13	0	15	1	3	3	8	4	5.07
mol3190	CCON=C(C)C1=CN=C(NC)N1	8	2	13	1	3	2	6	5	3	2	3.85
mol3191	CCC#CC(O)C1(N)C(C)C1OC	10	0	13	0	3	0	5	3	0	2	4.86
mol3192	CC#CC1=CC2CCN2CC(C)C1	12	1	13	0	9	1	1	1	5	4	4.20
mol3193	C1NC23C1C=CC2CC1NN=CC31	10	3	13	0	14	2	3	3	8	4	4.49
mol3194	CC1CC1C1N=NC2=C(C)NNC12	9	4	13	0	10	2	4	4	5	6	3.76
mol3195	CC1=COC2(CC(C2)C(N)C=C)O1	10	0	13	1	8	1	5	3	5	2	4.48
mol3196	CC12CC(N1)C(CC1CC21)C=C	11	1	12	1	11	0	1	1	4	4	4.94
mol3197	CC1NC2C3C(CO)C3(O)CC2=C1	10	1	13	0	10	1	5	3	3	5	4.91
mol3198	CC(O)C1=CCC2CC2CO1	9	0	11	0	8	1	4	2	5	3	5.16
mol3199	COS(=O)(=O)C1CC1C(C)OC=C	8	0	13	3	3	0	8	4	1	2	5.14
mol3200	CC1=NOCC2CCC=CC12O	9	1	12	0	9	2	5	3	7	2	4.69
mol3201	CC1(C)C2C1C(OC2CN)C=C	10	0	12	1	7	0	3	2	1	4	4.80
mol3202	CCC1C(OC)C=CC11NC1C	10	1	12	0	7	1	3	2	3	3	4.77
mol3203	CNC12CC(C)(CN(C)CC1)C=C2	11	1	13	0	9	1	2	2	6	1	4.43
mol3204	ON=C1CON=CC11CCN1	6	2	11	1	9	1	7	5	7	1	4.52
mol3205	CC(C)(CC#N)C=CC(O)C1CN1	10	1	13	1	3	0	4	3	2	1	4.92
mol3206	CC12CC3C1OC(=O)C2C3=NO	8	0	12	2	10	0	7	4	2	5	4.87
mol3207	NC=CS(=O)(=O)N=C1NC2CC2N1	6	2	13	4	7	0	8	6	3	3	4.47
mol3208	C=C1C2CC2C(=N)NC2CC2C1=O	10	1	13	3	12	0	4	3	3	7	4.07
mol3209	CC1=C(CO)N2C(=N1)N=NC=C2C	8	4	13	0	5	5	6	5	4	5	4.05
mol3210	CC1CN2CC3CC2(C1)C(=N)N3	9	2	12	1	12	0	3	3	5	4	4.99
mol3211	NC(=O)C1C2C3CC1OC23C#C	9	0	12	1	9	0	5	3	2	4	4.90
mol3212	CC1NC2C=NN(C)C=NCC12O	8	4	13	0	9	2	6	5	6	3	4.11
mol3213	CCC1NC2CC2OC11CCC1	10	1	12	0	12	0	3	2	6	3	5.47
mol3214	CC(N(C)C)C1=CC(=N)N=C1	8	1	11	1	3	2	3	3	3	2	3.67
mol3215	CCC1CC2(N)C(N1)C2(CO)CO	9	1	13	0	7	0	6	4	2	2	5.01
mol3216	CC1=CC=NC(=NN1C=O)C#C	8	3	12	1	4	3	5	4	4	3	3.65
mol3217	CC1=CC2C=NNC2C(C=C)C=C1	11	2	13	1	8	3	2	2	6	4	4.10
mol3218	CCCOC1=CCC=NN1C(C)=O	9	2	13	1	4	2	6	4	4	2	4.31
mol3219	CC(=O)C1(C)NC(=N)N(O)C1C=C	8	2	13	3	5	0	7	5	1	3	4.34
mol3220	CC(C)CON=C(C)NOCC=O	8	0	13	2	0	0	8	5	0	0	3.97
mol3221	CC1C2CN1CC(N)C1C2N1C	9	2	12	0	11	0	3	3	2	7	4.79
mol3222	OCC1CC2NN=COCC12	7	2	11	0	9	1	6	4	6	3	5.12
mol3223	CCC1CC11CC(C)C2(O)C(N)C12	11	0	13	0	10	0	3	2	2	4	5.27
mol3224	CC1(O)CON=C2C(CCC2=C)C1	10	1	13	1	10	1	5	3	6	3	4.14
mol3225	CCC1C(O)C1C(C=C)N(O)C=O	9	0	13	2	3	0	7	4	0	3	4.82
mol3226	CC(C)=C1CCC(C1)C(=O)NN	9	0	12	2	5	0	4	3	3	2	4.68
